id,title,phaseId,dateCreated,technique,dimensions,colorPalette,emotionalRegister,imageUrl,imageKey,thumbnailUrl,journalExcerpt,neonReading,seriesName,isPublished,sortOrder,createdAt,updatedAt,featured,slug,medium,year,curatorialHook,conceptTags
60013,Major Motoko,30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, Moiré interference",cybernetic,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/MajorMotoko.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/MajorMotoko.jpg,Named for the Ghost in the Shell protagonist. A vertical stack with satellite spheres. The cyborg consciousness—human and machine merged.,Named for the Ghost in the Shell protagonist. Vertical stack with satellite spheres. The cyborg consciousness: human and machine merged. Kusanagi questioning her own humanity. The geometry suggests a body that is both organic and constructed. The ghost is in the geometry.,Echoes,1,13,Sat Dec 27 2025 07:41:48 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:28 GMT-0500 (Eastern Standard Time),0,major-motoko-60013,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,"A cybernetic geometry that invokes the merger of organic and constructed consciousness, questioning the boundaries of the ghost in the shell.","Ink,Paper"
60014,Orbital Refraction,30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,100cm x 70cm,"Black, Moiré interference",expansive,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/OrbitalRefraction.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/OrbitalRefraction.jpg,Complex multi-sphere arrangement with horizontal expansion. Light bending around massive objects. The physics of perception.,"Complex multi-sphere arrangement with horizontal expansion. Gravitational lensing rendered in ink: what we see is not what is, but what gravity allows us to see. Light bending around massive objects. The physics of perception as the physics of deception.",Echoes,1,14,Sat Dec 27 2025 07:41:50 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:28 GMT-0500 (Eastern Standard Time),0,orbital-refraction-60014,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,"The physics of perception visualized through gravitational lensing, showing how space-time warps around mass to dictate what the eye is allowed to see.","Ink,Paper"
60015,A Delicate Sound of Thunder,30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,100cm x 70cm,"Black, Moiré interference",atmospheric,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/DelicateSoundofThunder.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/DelicateSoundofThunder.jpg,Pink Floyd reference. Horizontal composition with central mass and radiating satellite spheres. The sound of distant cosmic events.,"Pink Floyd reference. Horizontal composition with central mass and radiating satellites. Something massive happening far away, felt rather than heard. The horizontal format creates a landscape of cosmic weather. Distant detonation. The shockwave hasn't arrived yet.",Echoes,1,15,Sat Dec 27 2025 07:41:51 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:29 GMT-0500 (Eastern Standard Time),0,a-delicate-sound-of-thunder-60015,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,"A landscape of cosmic weather where distant, massive events are felt through the resonance of radiating satellite spheres.","Ink,Paper"
60016,Persistence of Time (2),30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,21cm x 30cm,"Black, Moiré interference",cryptic,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/18.1(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/18.1(1).jpg,Numbered work. Vertical stack with satellite spheres. Part of the coordinate series.,Another frequency logged. Vertical stack with satellite spheres. The numbered series continues systematic mapping of the cosmic signal. Data point in an ongoing survey.,Echoes,1,16,Sat Dec 27 2025 07:41:53 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:29 GMT-0500 (Eastern Standard Time),0,persistence-of-time-2-60016,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,"A systematic logging of another frequency, continuing the coordinate series through a vertical stack of satellite spheres.","Ink,Paper"
60017,Persistence of Time (3),30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,21cm x 30cm,"Black, Moiré interference",cryptic,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/19.1.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/19.1.jpg,"Numbered work. Vertical alignment with three spheres. Simple, clear transmission.","Three spheres in vertical alignment. Simple, clear transmission. The signal is coming through clean. Stable frequency. Minimal interference.",Echoes,1,17,Sat Dec 27 2025 07:41:57 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:30 GMT-0500 (Eastern Standard Time),0,persistence-of-time-3-60017,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,A clear channel transmission where the simplicity of the vertical alignment suggests a stable and clean frequency.,"Ink,Paper"
60018,Persistence of Time (4),30005,2022,Ink on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 21cm,"Black, Moiré interference",cryptic,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/20.1.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/20.1.jpg,Numbered work. Complex vertical arrangement with multiple satellite spheres.,Complex vertical arrangement with multiple satellites. Multiple signals overlapping. Dense but structured data. The survey encounters a cluster.,Echoes,1,18,Sat Dec 27 2025 07:41:59 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:30 GMT-0500 (Eastern Standard Time),0,persistence-of-time-4-60018,Ink on Saunders Waterford 300gsm hot press cotton rag paper,2022,A complex vertical arrangement where multiple overlapping signals create a dense but structured data set.,"Ink,Paper"
90001,Cross Mandala with Gold Center,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",celestial symmetry,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0012(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0012(1).jpg,Four-directional symmetry. Central gold circle surrounded by ink spheres and satellite forms radiating outward. Saturn rings visible in moiré patterns. This is the cosmos as mandala—order and chaos held in equilibrium.,"Four-directional symmetry. Central gold circle surrounded by ink spheres radiating outward. Saturn rings visible in moiré patterns. The cosmos rendered as mandala: order and chaos held in equilibrium. The gold center is the sun, the still point. Ink spheres are orbital bodies caught in the gravitational field.",Celestial Secrets,1,1,Sat Dec 27 2025 07:59:24 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:30 GMT-0500 (Eastern Standard Time),0,cross-mandala-with-gold-center-90001,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"The sun as a still point in a mandala of cardinal completeness, holding planetary ink spheres in equilibrium.","Ink,Paper"
90002,Horizontal Orbital Mural (study),30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,600cm x 150cm,"Black, Gold, White",architectural presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/20230628_223310~2.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/20230628_223310~2.jpg,"Installation shot from West Eden Gallery. Large horizontal orbital composition. Circular forms overlap, creating moiré interference fields. Gold leaf accents at key gravitational points. The work occupies the wall like a cosmic event horizon.","Architectural-scale specimen, 600cm wide. Circular forms overlap, generating moiré interference fields. Gold leaf accents at gravitational anchor points. At this dimension the work forces ambulatory engagement: you must walk along it, tracking the orbits. The overlapping circles create visual beats, interference patterns suggesting gravitational waves frozen mid-propagation.",Celestial Secrets,1,2,Sat Dec 27 2025 07:59:29 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:31 GMT-0500 (Eastern Standard Time),0,horizontal-orbital-mural-study-90002,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"Architectural cosmology that forces full-body engagement, tracking gravitational waves through the visual beats of overlapping circles.","Ink,Paper"
90003,Yin-yang Gold Disc,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",balanced duality,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0013(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0013(1).jpg,Vertical yin-yang structure. Large gold disc at center surrounded by dense ink spheres. Two smaller gold voids nested within the larger field. The composition oscillates between Eastern cosmology and Western astronomy.,"Vertical yin-yang structure. Large gold disc at center within dense ink field. The yin-yang is not drawn but implied: negative space between ink and gold creates the curve. East-West synthesis at the structural level, the underlying unity of traditions revealed through the gap between materials. Fusion not illustrated. Enacted.",Celestial Secrets,1,3,Sat Dec 27 2025 07:59:31 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:31 GMT-0500 (Eastern Standard Time),0,yin-yang-gold-disc-90003,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,A structural fusion of traditions where the negative space between ink and gold implies the underlying unity of Eastern and Western thought.,"Ink,Paper"
90004,Vertical Cross with Gold Satellites,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",vertical transmission,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0011(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0011(1).jpg,Vertical emphasis. Large central ink sphere flanked by gold leaf circles at cardinal points. Smaller ink satellites orbit at intermediate positions. The composition reads as both crucifix and antenna—spiritual and technological simultaneously.,Strong vertical emphasis. Large central ink sphere flanked by gold leaf at cardinal points. The composition reads simultaneously as crucifix and antenna: spiritual and technological. The collision point where spiritual geometry and physical cosmology become indistinguishable. Sacred technology.,Celestial Secrets,1,4,Sat Dec 27 2025 07:59:33 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:32 GMT-0500 (Eastern Standard Time),0,vertical-cross-with-gold-satellites-90004,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"The collision of spiritual geometry and physical cosmology, where the crucifix and the antenna become indistinguishable.","Ink,Paper"
90005,Orbital Installation View,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,600cm x 150cm,"Black, Gold, White",immersive installation,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/DSC07648~2.jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/DSC07648~2.jpg,"Installation view at West Eden Gallery. The viewer stands before the work at human scale. The overlapping circular forms create depth and movement. The moiré interference suggests vibration, resonance.","Installation documentation at West Eden Gallery. The viewer at human scale. Phenomenological immersion: at this dimension the work becomes environment. The viewer is inside the orbital system, not observing from outside. The shift from representation to experience.",Celestial Secrets,1,5,Sat Dec 27 2025 07:59:36 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:32 GMT-0500 (Eastern Standard Time),0,orbital-installation-view-90005,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"A shift from representation to environment, placing the viewer inside the resonance of an immersive orbital system.","Ink,Paper"
90006,Asymmetric Orbital Cluster,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",dynamic imbalance,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0016(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0016(1).jpg,"Asymmetric composition. Gold leaf circles cluster on the right side, creating visual weight. Ink spheres provide counterbalance but the composition refuses perfect symmetry. This is orbital mechanics as improvisation.","Gold leaf circles cluster asymmetrically, creating visual weight. Ink spheres counterbalance but the composition refuses perfect symmetry. Unlike the calculated precision of earlier phases, this work registers as intuitive, responsive. The asymmetry is evidence of surrender. The artist is facilitating rather than controlling. Conduit consciousness made visible.",Celestial Secrets,1,6,Sat Dec 27 2025 07:59:38 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:33 GMT-0500 (Eastern Standard Time),0,asymmetric-orbital-cluster-90006,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"Evidence of surrender to intuition, where the refusal of perfect symmetry marks the artist as a facilitator rather than a controller.","Ink,Paper"
90007,Gold Crescent Orbit,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",lunar phase,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0014(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0014(1).jpg,"Large gold crescent forms orbit around central ink sphere. The crescent suggests lunar phase, waxing or waning. Smaller satellites complete the orbital field. The work oscillates between astronomical diagram and alchemical symbol.","Large gold crescent forms orbit central ink sphere. The crescent invokes both lunar phase and alchemical symbol: the lunar principle, the feminine, the receptive. But also literal: a satellite's orbit captured mid-rotation. Alchemy and astronomy occupy the same coordinate.",Celestial Secrets,1,7,Sat Dec 27 2025 07:59:40 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:33 GMT-0500 (Eastern Standard Time),0,gold-crescent-orbit-90007,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,Alchemical astronomy that captures the lunar principle as both a receptive symbol and a literal planet mid-rotation.,"Ink,Paper"
90008,Vertical Axis with Gold Poles,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",polar alignment,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0015(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0015(1).jpg,Strong vertical axis. Small gold circles at top and bottom poles. Larger ink spheres occupy the central band with intermediate gold accents. The composition reads as axis mundi—world axis connecting heaven and earth.,"Strong vertical axis with small gold circles at top and bottom poles. Larger ink spheres in the central band. The axis mundi: world-axis connecting above and below, transcendent and material. The cosmological spine drawn as transmission beam.",Celestial Secrets,1,8,Sat Dec 27 2025 07:59:41 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:34 GMT-0500 (Eastern Standard Time),0,vertical-axis-with-gold-poles-90008,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"A cosmological spine connecting heaven and earth, framing the structure of the universe as a transmission beam.","Ink,Paper"
90009,Dense Cross Mandala,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",saturated symmetry,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0017(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0017(1).jpg,Dense cross mandala. Central sphere surrounded by tightly packed orbital rings. Gold leaf accents at cardinal and intercardinal points. The moiré density approaches saturation—the work vibrates at high frequency.,Central sphere surrounded by tightly packed orbital rings. Gold leaf at cardinal and intercardinal points. Moiré density approaching saturation: almost too much visual information for the eye to process. Signal saturation. Chaos at such high intensity it begins to simulate order.,Celestial Secrets,1,9,Sat Dec 27 2025 07:59:43 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:34 GMT-0500 (Eastern Standard Time),0,dense-cross-mandala-90009,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,Signal saturation where the hexagonal storm principle transforms extreme chaos into a high-frequency ordered field.,"Ink,Paper"
90010,Spiral Galaxy S-curve,30006,2023-06,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,30cm x 40cm,"Black, Gold, White",galactic rotation,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0018(1).jpg,,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0018(1).jpg,S-curve composition. Ink and gold spheres arranged in spiral formation. The largest sphere anchors the center; smaller satellites trace the rotational path. This is the first explicit galaxy structure in the practice.,"S-curve composition. Ink and gold spheres in spiral formation. The first explicit galaxy structure in the practice. The spiral is the shape of galaxies, hurricanes, DNA, nautilus shells: the universal pattern of growth and motion. By moving from circular to spiral, the practice shifts from static equilibrium to dynamic process.",Celestial Secrets,1,10,Sat Dec 27 2025 07:59:46 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:34 GMT-0500 (Eastern Standard Time),0,spiral-galaxy-s-curve-90010,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,2023,"A shift from static equilibrium to dynamic process, adopting the spiral as the universal pattern of motion and growth.","Ink,Paper"
120014,Absurdity of Meaning No. 1,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",foundational tension,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825091966-peteryuill_absurdityofmeaning1.jpg,works/ph1/1766825091966-peteryuill_absurdityofmeaning1.jpg,,The first work of the series. The beginning of the dialogue between form and void.,"The origin point. Patient zero. This work establishes the visual vocabulary that will define the entire first phase: the torus as consciousness, the black element as the Absurd. The beginning of a dialogue between form and void that will persist across seven years and five phases. Everything starts here.",Absurdity of Meaning,1,1,Sat Dec 27 2025 08:45:00 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:35 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-1-120014,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The origin point of the visual vocabulary, establishing the torus as consciousness and the black element as the Absurd.","Ink,Paper"
120016,Absurdity of Meaning No. 2,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",developing conflict,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825100649-peteryuill_absurdityofmeaning2.jpg,works/ph1/1766825100649-peteryuill_absurdityofmeaning2.jpg,,The dialogue continues. The geometry grows more complex as the conflict deepens.,"Second iteration. The torus begins to fold and twist, introducing topological complexity as the existential question deepens. The geometry grows more intricate because the conflict demands it. Each iteration asks the same question from a different angle.",Absurdity of Meaning,1,2,Sat Dec 27 2025 08:45:05 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:35 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-2-120016,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The second iteration where geometry begins to fold and twist, suggesting the growing complexity of the existential inquiry.","Ink,Paper"
120021,Absurdity of Meaning No. 3,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",existential tension,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825106028-peteryuill_absurdityofmeaning3_1_.jpg,works/ph1/1766825106028-peteryuill_absurdityofmeaning3_1_.jpg,,The circle strives for wholeness; the bar interrupts it. This is the core dialectic of the phase. I build the illusion of volume only to shatter it with the flat reality of the black bar.,"The primary conflict crystallized. The circle strives for wholeness; the black bar interrupts it. The torus is the infinite loop of consciousness seeking meaning. The bar is the Absurd: the hard limit of the universe's indifference. The geometry tries to flow around the obstacle. The interruption is absolute. Core dialectic of the phase, stated without ambiguity.",Absurdity of Meaning,1,3,Sat Dec 27 2025 08:45:26 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:36 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-3-120021,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,The core dialectic of the phase: a torus representing the infinite loop of meaning is absolutely interrupted by the universe's indifference.,"Ink,Paper"
120028,Absurdity of Meaning No. 4,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",deepening inquiry,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825126989-peteryuill_absurdityofmeaning4_1_.jpg,works/ph1/1766825126989-peteryuill_absurdityofmeaning4_1_.jpg,,The forms multiply. Each iteration asks the same question from a different angle.,"Multiplication. Multiple torus forms interact for the first time, suggesting the existential question is not singular but fractal: each answer spawns new questions. The problem reproduces. What was dialogue becomes ecology.",Absurdity of Meaning,1,4,Sat Dec 27 2025 08:45:48 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:36 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-4-120028,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"A fractal multiplication of the existential question, where each answer spawns new geometric interactions.","Ink,Paper"
120032,Absurdity of Meaning No. 5,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",complex interruption,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825148901-peteryuill_absurdityofmeaning5_1_.jpg,works/ph1/1766825148901-peteryuill_absurdityofmeaning5_1_.jpg,,"A complex knot, folded in on itself, interrupted by a horizontal bar. The thought process is denser here, but the censor is still present.","A complex knot folded in on itself, interrupted by a horizontal bar. The bar sits like a redaction over the dense geometry. No matter how intricate the reasoning, the silence of the universe remains the final word. The interruption is not proportional to the complexity beneath it. That disproportion is the point.",Absurdity of Meaning,1,5,Sat Dec 27 2025 08:46:09 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:37 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-5-120032,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The horizontal bar acts as a final redaction over complex logic, asserting the silence of the universe as the ultimate word.","Ink,Paper"
120033,Absurdity of Meaning No. 6,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",infinite loop,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825169192-peteryuill_absurdityofmeaning6.jpg,works/ph1/1766825169192-peteryuill_absurdityofmeaning6.jpg,,The figure-eight torus. A continuous surface with no inside or outside. Hand-drawn micro-lines create a moiré field that vibrates.,The figure-eight torus. A continuous surface with no inside or outside. Hand-drawn micro-lines create a moiré field that pulses optically: the static image appears to breathe. The self-sustaining nature of the existential question feeding on itself endlessly. The moiré breath is the first instance of what will later become the practice's Respiratory Architecture.,Absurdity of Meaning,1,6,Sat Dec 27 2025 08:46:13 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:37 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-6-120033,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The ""moiré breath"" creates an optical pulse, representing the self-sustaining nature of an endless existential inquiry.","Ink,Paper"
120034,Absurdity of Meaning No. 7,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",sustained inquiry,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825173449-peteryuill_absurdityofmeaning7.jpg,works/ph1/1766825173449-peteryuill_absurdityofmeaning7.jpg,,The series continues. Each work is a meditation on the same impossible question.,Seventh iteration. By this point the artist has established a rhythm of inquiry. The question does not resolve. It deepens. Persistence itself has become the subject.,Absurdity of Meaning,1,7,Sat Dec 27 2025 08:46:18 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:37 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-7-120034,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,The establishment of a rhythm of inquiry where the question does not resolve but deepens through iteration.,"Ink,Paper"
120035,Absurdity of Meaning No. 8,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",asymmetrical cut,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825178772-peteryuill_absurdityofmeaning8.jpg,works/ph1/1766825178772-peteryuill_absurdityofmeaning8.jpg,,"Variation on the interruption. The placement of the bar feels random, arbitrary. It strikes where it chooses.","Variation on the interruption. The bar's placement feels random, arbitrary: not structural but accidental. The Camusian register: the universe's silence is not malicious. It is indifferent. The geometry doesn't matter to the bar. The bar doesn't care where it falls.",Absurdity of Meaning,1,8,Sat Dec 27 2025 08:46:47 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:38 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-8-120035,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The arbitrary limit of the Absurd is emphasized through a bar that strikes the geometry at an accidental, indifferent angle.","Ink,Paper"
120036,Absurdity of Meaning No. 9,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",approaching resolution,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825207823-peteryuill_absurdityofmeaning9.jpg,works/ph1/1766825207823-peteryuill_absurdityofmeaning9.jpg,,"The forms begin to stabilize. Not resolution, but acceptance.","The forms begin to stabilize. Not resolution, but acceptance. The question has not been answered. The artist has learned to hold it without breaking. Approaching equilibrium with the unanswerable.",Absurdity of Meaning,1,9,Sat Dec 27 2025 08:47:18 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:38 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-9-120036,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,A stabilization of form suggesting that the artist has learned to hold the impossible question without breaking.,"Ink,Paper"
