id,title,dateCreated,dimensions,technique,colorPalette,emotionalRegister,seriesName,phaseCode,phaseName,phaseYear,imageUrl,thumbnailUrl,isFeatured,sortOrder,journalExcerpt,neonReading
60014,Orbital Refraction,2022,100cm × 70cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",expansive,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/OrbitalRefraction.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/OrbitalRefraction.jpg,0,14,Complex multi-sphere arrangement with horizontal expansion. Light bending around massive objects. The physics of perception.,"Gravitational lensing. Light bends around mass. The work visualizes the warping of spacetime—what we see is not what is, but what gravity allows us to see."
60013,Major Motoko,2022,56cm x 76cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",cybernetic,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/MajorMotoko.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/MajorMotoko.jpg,0,13,Named for the Ghost in the Shell protagonist. A vertical stack with satellite spheres. The cyborg consciousness—human and machine merged.,Ghost in the shell. The title invokes Kusanagi—the cyborg who questions her own humanity. The geometry suggests a body that is both organic and constructed.
60012,Split Second,2022,76cm × 56cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Moiré interference",instantaneous,Echoes,PH3,Echoes,2022,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Spitsecond.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/echoes/Spitsecond.jpg,0,12,"Two massive spheres in vertical alignment, connected at a single point. The moment of contact. Time compressed.",Temporal compression. The 'split second' is the infinitesimal moment of contact between two cosmic bodies. The moiré creates temporal shimmer.
90010,Spiral Galaxy S-Curve,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",galactic rotation,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0018(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0018(1).jpg,0,10,S-curve composition. Ink and gold spheres arranged in spiral formation. The largest sphere anchors the center; smaller satellites trace the rotational path. This is the first explicit galaxy structure in the practice.,"Spiral cosmology. The spiral is the shape of galaxies, hurricanes, DNA, nautilus shells—it's the pattern of growth and motion. By moving from circular to spiral, Yuill shifts from static equilibrium to dynamic process."
90002,Horizontal Orbital Mural (Study),2023-06,600×150cm (large-scale mural),Acrylic and ink on wall,"Black, Gold, White",architectural presence,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/20230628_223310~2.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/20230628_223310~2.jpg,0,2,"Installation shot from West Eden Gallery. Large horizontal orbital composition. Circular forms overlap, creating moiré interference fields. Gold leaf accents at key gravitational points. The work occupies the wall like a cosmic event horizon.","Architectural cosmology. The mural scale forces full-body engagement—you can't see it all at once. You must walk along it, tracking the orbits. The overlapping circles create visual 'beats,' interference patterns that suggest gravitational waves."
90003,Yin-Yang Gold Disc,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",balanced duality,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0013(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0013(1).jpg,0,3,Vertical yin-yang structure. Large gold disc at center surrounded by dense ink spheres. Two smaller gold voids nested within the larger field. The composition oscillates between Eastern cosmology and Western astronomy.,East-West synthesis made visible. The yin-yang is not drawn but implied—the negative space between ink and gold creates the curve. This is fusion at the structural level: the artist is revealing the underlying unity of traditions.
90004,Vertical Cross with Gold Satellites,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",vertical transmission,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0011(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0011(1).jpg,0,4,Vertical emphasis. Large central ink sphere flanked by gold leaf circles at cardinal points. Smaller ink satellites orbit at intermediate positions. The composition reads as both crucifix and antenna—spiritual and technological simultaneously.,"Sacred technology. The cross structure suggests Christianity, but the orbital mechanics suggest astrophysics. This is the collision Yuill has been working toward: the moment when spiritual geometry and physical cosmology become indistinguishable."
90005,Orbital Installation View,2023-06,600×150cm (installation view),Acrylic and ink on wall,"Black, Gold, White",immersive installation,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/DSC07648~2.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/DSC07648~2.jpg,0,5,"Installation view at West Eden Gallery. The viewer stands before the work at human scale. The overlapping circular forms create depth and movement. The moiré interference suggests vibration, resonance.","Phenomenological immersion. At this scale, the work becomes environment. The viewer is inside the orbital system, not observing it from outside. This is the shift from representation to experience."
90001,Cross Mandala with Gold Center,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",celestial symmetry,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0012(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0012(1).jpg,0,1,Four-directional symmetry. Central gold circle surrounded by ink spheres and satellite forms radiating outward. Saturn rings visible in moiré patterns. This is the cosmos as mandala—order and chaos held in equilibrium.,"The mandala as cosmic map. Four-directional symmetry suggests cosmological completeness: north-south-east-west, the cardinal directions. The gold center is the sun, the still point. The ink spheres are planets, moons, orbital debris."
90006,Asymmetric Orbital Cluster,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",dynamic imbalance,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0016(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0016(1).jpg,0,6,"Asymmetric composition. Gold leaf circles cluster on the right side, creating visual weight. Ink spheres provide counterbalance but the composition refuses perfect symmetry. This is orbital mechanics as improvisation.","Conduit consciousness visible. Unlike PH2's calculated golden-ratio precision, this work feels intuitive, responsive. The asymmetry is not mistake—it's evidence of surrender. The artist is facilitating rather than controlling."
90007,Gold Crescent Orbit,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",lunar phase,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0014(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0014(1).jpg,0,7,"Large gold crescent forms orbit around central ink sphere. The crescent suggests lunar phase, waxing or waning. Smaller satellites complete the orbital field. The work oscillates between astronomical diagram and alchemical symbol.","Alchemical astronomy. The crescent moon is one of alchemy's oldest symbols—representing the lunar principle, the feminine, the receptive. But here it's also literal: a planet's orbit around a star, captured mid-rotation."
90008,Vertical Axis with Gold Poles,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",polar alignment,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0015(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0015(1).jpg,0,8,Strong vertical axis. Small gold circles at top and bottom poles. Larger ink spheres occupy the central band with intermediate gold accents. The composition reads as axis mundi—world axis connecting heaven and earth.,"Cosmological spine. The vertical axis is one of the oldest spiritual diagrams: the connection between above and below, transcendent and material, celestial and terrestrial. Yuill is drawing the structure of the cosmos as a transmission beam."
90009,Dense Cross Mandala,2023-06,30cm x 40cm,Ink and metallic paint on Saunders Waterford 300gsm hot press cotton rag paper,"Black, Gold, White",saturated symmetry,Celestial Secrets,PH3A,Celestial Secrets,2023,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0017(1).jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/celestial-secrets/IMG-20230616-WA0017(1).jpg,0,9,Dense cross mandala. Central sphere surrounded by tightly packed orbital rings. Gold leaf accents at cardinal and intercardinal points. The moiré density approaches saturation—the work vibrates at high frequency.,Signal saturation. The density here is extreme—almost too much visual information to process. This is the 'hexagonal storm' principle: chaos at such high intensity it begins to look ordered.
210046,Vietnam Horizon (Bar 03),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111634.jpg,,0,12,,
210045,Study (Wash Fragment),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_112932.jpg,,0,11,,
210044,Horizon (Intersected),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111955.jpg,,0,10,,
210043,Vietnam Horizon (Bar 02),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_112123.jpg,,0,9,,
210042,Vietnam Horizon (Bar 01),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111657.jpg,,0,8,,
210041,Study (Dense Core),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_113635.jpg,,0,7,,
210040,Study (Soft Ring),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_113712.jpg,,0,6,,
210039,Study (Cellular Wash),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240801_112613.jpg,,0,5,,
210038,Residual (Horizontal Mass),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_153120.jpg,,0,4,,
210037,Residual (Broken Loop),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_153159.jpg,,0,3,,
210036,Residual (Heavy Mass),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240724_161520.jpg,,0,2,,
210035,Study (Vertebral Form),2024,Variable (large format),Ink wash,,,,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/vfd.jpg,,0,1,,
180003,Ink Storm (Mass),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",brooding density,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/2255.jpg,,0,15,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Massive central black density with wet bleed zones. The heaviest work in this batch—a visual anchor that absorbs light and attention. The storm at its most concentrated, most oppressive."
180007,Ink Storm (Burst),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",explosive chaos,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240701_095820.jpg,,0,19,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Explosive particulate matter with 'shrapnel' splatter. The most chaotic work in this batch—a visual record of internal weather made external, emotion atomized into ink particles."
180002,Ink Storm (Diagonal 01),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",diagonal impact,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240726_162209.jpg,,0,14,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Diagonal impact with heavy 'bone' black cutting through white negative space. The composition suggests a body in motion, falling or flying—the distinction no longer matters in the storm."
180001,Ink Storm (Ascension),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",ascending energy,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/IMG_0386.jpg,,0,13,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Ascending dragon-like stroke with heavy splatter and vertical energy. The ink rises against gravity, defying the pull of despair that characterized this period. A moment of lift within the storm."
180004,Ink Storm (Strike),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",high velocity,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_10.jpg,,0,16,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.",Vertical strike with high velocity splash dynamics. The brush moved faster than thought here—pure somatic response to the humidity and displacement of the Vietnam period.
180005,Vietnam Horizon 01,2024-05 to 2024-08,100cm x 100cm,Sumi ink & wash on paper,"Black, grey, white",landscape split,Ink Storms ,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_9.jpg,,0,17,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Two distinct lateral sweeps with a gap between them. Reads as a landscape/sky split—the horizon line that separates earth from air, past from future, self from dissolution."
180006,Ink Storm (Sweep),2024-05 to 2024-08,Variable (large format),Sumi ink & wash on paper,"Black, grey, white",singular motion,Ink Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_114217.jpg,,0,18,"High-velocity ink weather. Painted during the PH4 nomadic fieldwork in Vietnam, these works abandon geometric precision for atmospheric pressure, humidity, and somatic release.","Thick, calligraphic sweep executed in a singular motion. The entire composition is one breath, one gesture, one decision made and committed to without revision."
210032,Oculus (Void Core),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",central darkness,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134708.jpg,,0,29,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A nearly solid black field with a small, sharp central aperture of light. The darkest Oculus—almost total occlusion."
210033,Oculus (Horizon Maw),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",consuming aperture,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134550.jpg,,0,30,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A circular form split by a dark horizon band, the aperture appearing to consume the light above. The maw opens."
210023,Oculus (Dilating Ring),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",dilating tension,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134825.jpg,,0,20,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A heavy black ink ring with a serrated inner edge, reading like a dilating pupil. The eye of the storm—watching you as you watch it."
210031,Oculus (Double Ring),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",nested depth,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134723.jpg,,0,28,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.",Two distinct ink densities forming a nested aperture structure. Depth within depth—the portal has layers.
210030,Oculus (Wash Field),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",ghostly atmosphere,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134645.jpg,,0,27,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A softer, wider ring where the ink wash creates a ghostly atmospheric field. The gentlest Oculus—more suggestion than statement."
210034,Oculus (Nested Eye),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",watching depth,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134624.jpg,,0,31,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.",Concentric rings forming a nested eye structure with a luminous core. The portal watches back—always watching.
210029,Oculus (Interior Tooth),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",jagged interior,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111153.jpg,,0,26,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","An aperture with jagged, tooth-like ink bleed on the interior edge. The void has teeth—it bites back."
210028,Oculus (Heavy Mass),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",gravitational weight,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111125.jpg,,0,25,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A monolithic black ring with deep saturation, dominating the white space. The heaviest work in the series—pure gravitational pull."
210027,Oculus (Horizon Split),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",divided consciousness,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111207.jpg,,0,24,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A circular aperture bisected by a horizon line, merging landscape and portal logic. Earth below, sky above, void in between."
210026,Oculus (Concentric Pulse),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",radiating vibration,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134838.jpg,,0,23,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","Multiple concentric ink rings radiating outward, creating a vibration effect. The aperture pulses—breathing in and out."
210025,Oculus (Soft Focus),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",atmospheric dissolution,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240630_134809.jpg,,0,22,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A diffused, atmospheric ring where the ink wash blurs the boundary between form and void. The geometry is losing its grip."
210024,Oculus (Eclipse),2024-06,Variable (large format),Sumi ink and wash on paper,"Black, gray, white",total occlusion,Oculus,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240629_111019.jpg,,0,21,"The Oculus series strips the mandala back to a single, monolithic black aperture. These are monochrome studies in void-gazing—heavy ink rings that act as portals, eclipses, or dilating pupils.","A dense black void surrounding a central light aperture, evoking a solar eclipse. The moment before totality—or just after."
210006,Cosmic Bloom (Multi-Ring),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",pulsing complexity,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240723_132742.jpg,,0,36,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A complex multi-ring mandala pulsing with blue and pink internal light. The most structured work in this batch—showing the link to earlier phases before color broke the form.
210022,I Think I Can,2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",determined chaos,Chromatic Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/2024071IthinkIcan7_111833.jpg,,0,42,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","The title embedded in the filename speaks to the psychological state of the Vietnam period—determination mixed with doubt, the mantra repeated while the ink flies."
210018,Horizon Portal (Split),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",divided consciousness,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_113214.jpg,,0,41,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","A centralized form divided by a horizon line—cyan below, magenta above. Earth and sky, past and future, self and dissolution split by a single axis."
210017,Cosmic Bloom (Teal),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",atmospheric softness,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_6_1_.jpg,,0,40,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Soft, atmospheric portal with a teal and magenta outer ring. The gentlest work in this batch—color as invitation rather than rupture."
210015,Ink Storm (Chaos),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",maximum chaos,Chromatic Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_111943.jpg,,0,39,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",High-velocity chaotic gesture mixing black Chinese ink with Western color pigments. Pure entropy—the most uncontrolled work in the Vietnam suite.
210010,Portal (Bleed),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",dissolving form,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_7.jpg,,0,38,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",Heavy black radial field dissolving into pools of cyan and purple. The geometry is losing its battle with entropy—color seeping through every crack.
